,ifsc_code,bank_id,bank_name,branch,addres,city,district,state
46574,ICIC0000553,8,ICICI BANK LIMITED,ROOPNAGAR┬á,"ICICI BANK LTD., MCR-3039 E, BELA CHOWK, ROOPNAGAR(PUNJAB) 140001",RUPNAGAR,RUPNAGAR,PUNJAB
46575,ICIC0000554,8,ICICI BANK LIMITED,AMRITSAR - KHALSA COLLEGE┬á,"ICICI BANK LTD.,KHALSA COLLEGE, G T ROAD, AMRITSAR  143001",AMRITSAR,AMRITSAR,PUNJAB
46576,ICIC0000555,8,ICICI BANK LIMITED,MUMBAI - BANDRA KURLA COMPLEX┬á,"ICICI BANK LTD., GROUND FLOOR, SOUTH TOWERS, EAST WING, BANDRA-KURLA COMPLEX, BANDRA (E), MUMBAI.  400051",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46577,ICIC0000556,8,ICICI BANK LIMITED,BATHINDA - MILITARY STATION┬á,"ICICI BANK LTD., 174, MILITARY HOSPITAL, BATHINDA MILITARY STATION, BHATINDA, PUNJAB.  151005",BATHINDA,BATHINDA,PUNJAB
46578,ICIC0000557,8,ICICI BANK LIMITED,MANGALORE - INFOSYS TECHNOLOGY LTD┬á,"ICICI BANK LTD., INFOSYS TECHNOLOGIES LTD., INFOSYS MANGALA, KULUR FERRY ROAD, KOTTARA, MANGALORE.  575006.",MANGALORE,DAKSHIN KANNAD,KARNATAKA
46579,ICIC0000558,8,ICICI BANK LIMITED,MYSORE - INFOSYS┬á,"INFOSYS TECHNOLOGIES LTD., PLOT NO 350, HEBBAL INDUSTRIAL AREA, HOOTAGALI, MYSORE.┬áKARNATAKA.570018┬á",MYSORE,MYSORE,KARNATAKA
46580,ICIC0000559,8,ICICI BANK LIMITED,UDUPI,"ICICI BANK LTD, DR. T M A PAI HOSPITAL, OPP TALUK OFFICE, UDUPI.576001",UDUPI,UDIPI,KARNATAKA
46581,ICIC0000560,8,ICICI BANK LIMITED,MYSORE - KUVEMPUNAGAR┬á,"ICICI BANK LTD, BASUDEV SOMANI COLLEGE, CHITRA BHANU ROAD,KUVEMPUNAGAR, MYSORE.570023┬á",MYSORE,MYSORE,KARNATAKA
46582,ICIC0000561,8,ICICI BANK LIMITED,ST.AGNES  MANGALORE,"ST. AGNES SPECIAL SCHOOL, BENDOOR, MANGALORE - 575 002. (DAKSHIN KANNAD DISTRICT)",MANGALORE,DAKSHIN KANNAD,KARNATAKA
46583,ICIC0000562,8,ICICI BANK LIMITED,MADURAI - TEPPAKULAM┬á,"ICICI BANK LTD., THIAGARAJAR ARTS COLLEGE, CAMPUS, TEPPAKULAM, MADURAI. 625009.",MADURAI,MADURAI,TAMIL NADU
46584,ICIC0000563,8,ICICI BANK LIMITED,MADURAI - TCE,"THIAGARAJAR COLLEGE OF ENGINEERING CAMPUS,THIRUPARAMKUNDRAM, MADURAI - 625 015.",MADURAI,MADURAI,TAMIL NADU
46585,ICIC0000564,8,ICICI BANK LIMITED,MUMBAI - MAHAPE,"MILLENIUM BUSINESS PARK, SECTOR-3, BLDG-2, UNIT-8, MAHAPE, MIDC, NAVI MUMBAI.400701",AGHAI,THANE,MAHARASHTRA
46586,ICIC0000565,8,ICICI BANK LIMITED,CHENNAI - PORT TRUST,"GROUND FLOOR, CHENNAI CONTAINER TERMINAL, CHENNAI PORT TRUST, GATE ZERO, ROYAPURAM, CHENNAI.600013┬á",CHENNAI,CHENNAI,TAMIL NADU
46587,ICIC0000566,8,ICICI BANK LIMITED,KALYANI NAGAR,"ICICI BANK LTD. SHOP NO.3, G MART, GERA HARMONY, KALYANINAGAR, PUNE - 411006",PUNE,PUNE,MAHARASHTRA
46588,ICIC0000567,8,ICICI BANK LIMITED,HYDERABAD - INFOSYS TECHNOLOGY,"INFOSYS TECHNOLOGIES LTD., SURVEY NO 210, MANIKONDA VILLAGE, GACHI BOWLI, HYDERABAD.530019┬á",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46589,ICIC0000568,8,ICICI BANK LIMITED,TRICHY - WORAIYUR,"104, SETHU RUKMANI COMPLEX, SALAI ROAD, WORAIYUR, TRICHY.620003",TIRUCHIRAPPALLI,TIRUCHIRAPALLI,TAMIL NADU
46590,ICIC0000569,8,ICICI BANK LIMITED,PUNE - INFOSYS - PHASE - I,"ICICI BANK LTD, INSIDE INFOSYS TECH. LIMITED, PLOT NO-1, RAJIV GANDHI IT PARK, PHASE-1, HIJEWADI, PUNE.411057",HINJAWADI,PUNE,MAHARASHTRA
46591,ICIC0000570,8,ICICI BANK LIMITED,PUNE - INFOSYS - PHASE - II,"ICICI BANK LTD C/O INFOSYS TECH LTD, PLOT NO 24, RAJIV GANDHI INFOTECH PARK PHASE I, HINJEWADI, PUNE.411057",HINJAWADI,PUNE,MAHARASHTRA
46592,ICIC0000571,8,ICICI BANK LIMITED,NEW DELHI - PALAM,"SHIV VANI SR SEC SCHOOL, MAHAVIR ENCLAVE, DWARKA, NEW DELHI.110045",DELHI,DELHI,DELHI
46593,ICIC0000572,8,ICICI BANK LIMITED,GURGAON - POWER GRID SECTOR 29,"ICICI BANK LTD C/O POWERGRID CORPORATION OF INDIA LIMITED, PLOT NO 2,SECTOR 29, GURGAON.122001",GURGAON,GURGAON,HARYANA
46594,ICIC0000573,8,ICICI BANK LIMITED,CHENNAI - MAHINDRA CITY ┬û INFOSYS,"ICICI BANK,MAHINDRA INDUSTRIAL PARK,PARANUR VILLAGE NATHAM SUB-POST OFFICE, CHENGLEPET CHENNAI.603002",KANCHIPURAM,KANCHEEPURAM,TAMIL NADU
46595,ICIC0000574,8,ICICI BANK LIMITED,CHENNAI - ARMENIAN STREET┬á,"ICICI BANK LTD.,ST. MARYS ANGLO INDIAN HIGHER SECONDARY SCHOOL, CATHOLIC CENTRE, 1ST FLOOR, 64, ARMENIAN STREET, CHENNAI.┬á600001",CHENNAI,CHENNAI,TAMIL NADU
46596,ICIC0000575,8,ICICI BANK LIMITED,GURGAON - HERO HONDA,"ICICI BANK LTD, HERO HONDA MOTORS LTD, 37 KM STONE, DELHI JAIPUR HIGHWAY, SECTOR 33, GURGAON, HARYANA.122001",GURGAON,GURGAON,HARYANA
46597,ICIC0000576,8,ICICI BANK LIMITED,JAIPUR - MALVIYA NAGAR,"BHAGWAN MAHAVEER VIKLANG SAHAYATA SAMITI, GURUNANAK PATH, MALVIYA NAGAR, JAIPUR.302017",JAIPUR,JAIPUR,RAJASTHAN
46598,ICIC0000577,8,ICICI BANK LIMITED,CHENNAI - VIDYODAYA,"NO. 1, THIRUMALAI ROAD, T NAGAR, CHENNAI.600017",CHENNAI,CHENNAI,TAMIL NADU
46599,ICIC0000578,8,ICICI BANK LIMITED,LUDHIANA - JAMALPUR┬á,"ICICI BANK LTD., SECTOR-32 , SCO-35 , CHANDIGARH ROAD, JAMALPUR,LUDHIANA.  141010",CHANDIGARH,CHANDIGARH,CHANDIGARH
46600,ICIC0000579,8,ICICI BANK LIMITED,PATNA - BSFC FRASER ROAD,"BSFC BUILDING, FRASER ROAD, PATNA 800001",PATNA,PATNA,BIHAR
46601,ICIC0000580,8,ICICI BANK LIMITED,CHENNAI - TATA CONSULTANCY SERVICE,"TATA CONSULTANCY SERVICE, KUMARAN NAGAR, OLD MAHABALLIPURAM ROAD, SHOLINGANALLUR, CHENNAI. 600119",SHOLINGANALLUR,KANCHEEPURAM,TAMIL NADU
46602,ICIC0000581,8,ICICI BANK LIMITED,PUNE - MAGARPATTA CITY┬á,"ICICI BANK LIMITED, DESTINATION CENTRE, HADAPSAR, PUNE.411028 ┬á",PUNE,PUNE,MAHARASHTRA
46603,ICIC0000582,8,ICICI BANK LIMITED,HYDERABAD - INDIAN SCHOOL OF BUSINESS,"INDIAN SCHOOL OF BUSINESS, GACHIBOWLI, HYDERABAD.530032",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46604,ICIC0000583,8,ICICI BANK LIMITED,BANGALORE - HOSUR ROAD,"ICICI BANK LTD, MYTREE CENTRE, 4/10 GROUND FLOOR, HOSUR ROAD , BOMMANAHALLI, NEXT TO OXFORD COLLEGE OF ENGINEERING, KARNATAKA, BANGALORE.560068",BANGALORE,BANGALORE URBAN,KARNATAKA
46605,ICIC0000584,8,ICICI BANK LIMITED,SURAT ┬û VARACHHA,"SHANTIVAN APPARTMENT, LAMBE HANUMAN ROAD, SURAT.395006",SURAT,SURAT,GUJARAT
46606,ICIC0000585,8,ICICI BANK LIMITED,MUMBAI - KANDIVALI CHARKOP,"ICICI BANK LTD.ROCK AVENUE, OPP JOY ICECREAM FACTORY, HINDUSTAN NAKA, CHARKOP, KANDIVALI WEST, MUMBAI.400067",MUMBAI,GREATER BOMBAY,MAHARASHTRA
46607,ICIC0000586,8,ICICI BANK LIMITED,AHMEDABAD - 100 FEET ROAD,"ICICI BANK LTD , GROUND FLOOR, SHOP NO.6/7, SAFAL PEGASUS, OPP RELIANCE PETROL PUMP, 100 FT. ROAD, PRAHLADNAGAR, AHMEDABAD 380015",AHMEDABAD,AHMADABAD,GUJARAT
46608,ICIC0000587,8,ICICI BANK LIMITED,COIMBATORE - AVINASHI ROAD,"DOOR NO. 480A, AVINASHI ROAD, COIMBATORE.641004",COIMBATORE,COIMBATORE,TAMIL NADU
46609,ICIC0000588,8,ICICI BANK LIMITED,HYDERABAD - CHANDANAGAR,"NO 101 & 102, GROUND FLOOR, SHRI KALKI TOWERS, PLOT#20, OPP HUDA BUS STOP, NH-9, CHANDANAGAR, HYDERABAD.500050",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46610,ICIC0000589,8,ICICI BANK LIMITED,GUNTUR - PATNAM BAZAR,"ICICI BANK LTD , NO- 23-6-128,140, GROUND FLOOR, D S COMPLEX, PATNAM BAZAAR, GUNTUR 520003",GUNTUR,GUNTUR,ANDHRA PRADESH
46611,ICIC0000590,8,ICICI BANK LIMITED,BHOPAL - HAMEDIA ROAD,"SHOP NO. 29 TO 33, BHOPAL PLAZA, NEAR BHOPAL TAKIES, HAMEDIA ROAD, BHOPAL. 462 001",BHOPAL,BHOPAL,MADHYA PRADESH
46612,ICIC0000591,8,ICICI BANK LIMITED,LUCKNOW - INDIRA NAGAR,"19/753, RING ROAD, INDIRA NAGAR, LUCKNOW.226016",LUCKNOW,LUCKNOW,UTTAR PRADESH
46613,ICIC0000592,8,ICICI BANK LIMITED,JAJPUR,"ICICI BANK LTD , PLOT NO-388 , BANK STREET,MAIN ROAD, NEAR CHORDA BYPASS, JAJPUR ROAD 755019",JAJPUR ROAD,JAJPUR,ODISHA
46614,ICIC0000594,8,ICICI BANK LIMITED,KURUKSHETRA,"ICICI BANK LTD , PART A,B,C& D OF SHOP NO 1& 2, NEW GRAIN MARKET, KURUKSHETRA.136118",KURUKSHETRA,KURUKSHETRA,HARYANA
46615,ICIC0000595,8,ICICI BANK LIMITED,LONAVALA-KHANDALA,"ICICI BANK LTD, OPP. ICICI LEARNING CENTER,OLD MUMBAI-PUNE HIGHWAY,NEAR HOTEL VALLERINA,KHANDALA - 410301.",LONAVALA,PUNE,MAHARASHTRA
46616,ICIC0000596,8,ICICI BANK LIMITED,MALAKPET,"ICICI BANK LTD., SHOP NO : 24, SRIKRIPA MARKET, MEHOOB MARKET, MALAKPET, HYDERABAD - 500036.",HYDERABAD,HYDERABAD,ANDHRA PRADESH
46617,ICIC0000597,8,ICICI BANK LIMITED,MEDINIPUR,"ICICI BANK LTD., OASIS LODGE,KERANITALA, PO. MIDNAPUR, DIST. PASCHIM MIDNAPUR, WEST BENGAL- 721101",MEDINIPUR,MEDINIPUR,WEST BENGAL
46618,ICIC0000598,8,ICICI BANK LIMITED,HYDERABAD - MINDSPACE,"ICICI BANK LTD , TITUS, BUILDING NO 10, MINDSPACE, RAHEJA IT PARK PVT LIMITED, MADHAPUR, HYDERABAD.500081",MADHAPUR,RANGAREDDY,ANDHRA PRADESH
46619,ICIC0000599,8,ICICI BANK LIMITED,NALGONDA,"ICICI BANK LTD, PLOT NO. 9,10,11, MAIN ROAD, NALGONDA, ANDHRA PRADESH ┬û 508 001",NALGONDA,NALGONDA,ANDHRA PRADESH
46620,ICIC0000875,8,ICICI BANK LIMITED,PURI,"ICICI BANK LTD, BALGANDI, GRANDROAD, PURI. 752001",PURI,PURI,ODISHA
46621,ICIC0000600,8,ICICI BANK LIMITED,NAUBASA,"ICICI BANK LIMITED, 277-B, PLOT NO. 1046, UPKAR GUEST HOUSE, HAMIRPUR ROAD, NAUBASTA, KANPUR - 208021.",KANPUR,KANPUR CITY,UTTAR PRADESH
46622,ICIC0000601,8,ICICI BANK LIMITED,OLD MADRAS ROAD  BANGALORE,"ICICI BANK LTD., UNIT NO.1, 91/6, NAGAVARA PALYA, OLD MADRAS ROAD, BANGALORE - 560 092.",BANGALORE,BANGALORE URBAN,KARNATAKA
46623,ICIC0000602,8,ICICI BANK LIMITED,PALANPUR,"G-45, NEW GANJBAZAR, JAGANA ROAD, PALANPUR.385001",PALANPUR,BANAS KANTHA,GUJARAT
46624,ICIC0000603,8,ICICI BANK LIMITED,KOZHIKODE - KALLAI ROAD,"ICICI BANK LTD; PARCO COMPLEX, KALLAI ROAD, KOZHIKODE. 673002",CALICUT,KOZHIKODE,KERALA
46625,ICIC0000604,8,ICICI BANK LIMITED,BANGALORE (SAHAKAR NAGAR),"# 6,7, 60 FEET ROAD, SAHAKAR NAGAR, BANGALORE - 560092.",BANGALORE,BANGALORE URBAN,KARNATAKA
46626,ICIC0000605,8,ICICI BANK LIMITED,SAKCHI,"ICICI BANK LTD, BIRENU TRADE CENTER, 67, PENNAR ROAD (HOTEL KANCHAN), AAM BAGAN, SAKCHI, JAMSHEDPUR.831001",JAMSHEDPUR,PURBI SINGHBHUM,JHARKHAND
46627,ICIC0000606,8,ICICI BANK LIMITED,ALAPPUZHA,"ICICI BANK LTD, T.V.HOUSE, KAVALACKAL BUILDING, CULLAN ROAD, ALAPPUZHA.688001",ALAPPUZHA,ALAPUZHA,KERALA
46628,ICIC0000607,8,ICICI BANK LIMITED,AMBATTUR,"ARIHANT INSIGHT,PLOT NO 24 BLOCK NO 1, INDUSTRIAL ESTATE, AMBATTUR.600058",AMBATTUR,THIRUVALLUR,TAMIL NADU
46629,ICIC0000608,8,ICICI BANK LIMITED,AMRITSAR  PUNJAB,"ICICI BANK LTD., URBAN CIRCLE NO. 107, INSIDE BAGHTAWALA GATE, DANA MANDI, AMRITSAR - 143001, PUNJAB.",AMRITSAR,AMRITSAR,PUNJAB
46630,ICIC0000609,8,ICICI BANK LIMITED,BALASORE,"520/980, F.M. CIRCLE , O.T. ROAD, BALSORE.756001",BALASORE,BALESHWAR,ODISHA
46631,ICIC0000610,8,ICICI BANK LIMITED,GURGAON - CYBER GREENS,"B-2, TOWER-B, DLF CYBER GREEN, DLF PHASE ┬û III, GURGAON.122002",GURGAON,GURGAON,HARYANA
46632,ICIC0000611,8,ICICI BANK LIMITED,GUDIVADA,"ICICI BANK LTD , D NO-11-218, NENIPLAZA, ELURU ROAD, GUDIVADA. 521301",GUDIVADA,KRISHNA,ANDHRA PRADESH
46633,ICIC0000612,8,ICICI BANK LIMITED,JALANDHAR - NEW GRAIN MARKET,"ICICI BANK LTD , SCF-2, NEW GRAIN MARKET, JALANDHAR, PUNJAB.144004",JALANDHAR,JALANDHAR,PUNJAB
46634,ICIC0000613,8,ICICI BANK LIMITED,DAVENGERE,"NO.150/4 , ARADHYA ENCLAVE, K B EXTENTION, P B ROAD, DAVANAGERE.577001",DAVANGERE,DAVANGERE,KARNATAKA
46635,ICIC0000614,8,ICICI BANK LIMITED,INFOSYS  SHOLINGANALLUR,"ICICI BANK LTD., INFOSYS TECHNOLOGIES LTD., 138, OLD MAHABALLIPURAM ROAD, SHOLINGANALLUR - 600119 (DIST KANCHEEPURAM)",SHOLINGANALLUR,KANCHEEPURAM,TAMIL NADU
46636,ICIC0000615,8,ICICI BANK LIMITED,WASHIM,"1ST FLOOR, PARAS HEIGHTS, MANIPRABHA HOTEL, WASHIM.444 505",WASHIM,WASHIM,MAHARASHTRA
46637,ICIC0000616,8,ICICI BANK LIMITED,PATNA - RAJA BAZAR,"ICICI BANK LTD., R. K. ESTATE, RAZA BAZAR, PATNA.800 014",PATNA,PATNA,BIHAR
46638,ICIC0000617,8,ICICI BANK LIMITED,ADILABAD,"ICICI BANK LTD., OPP. R. T. C. BUS STAND, ADILABAD.504 001",ADILABAD,ADILABAD,ANDHRA PRADESH
46639,ICIC0000618,8,ICICI BANK LIMITED,MANCHERIYAL,"ICICI BANK LTD., NO. 12-661, GOKUL COMPLEX, BELLAMPALLY ROAD, MANCHERIAL, ADILABAD DIST. 504 208",MANCHERIYAL,ADILABAD,ANDHRA PRADESH
46640,ICIC0000619,8,ICICI BANK LIMITED,SILCHAR,"GIRI BHAWAN, N.S. AVENUE, NEAR LIFE LINE HOSPITAL, SILCHAR - 780005, ASSAM",SILCHAR,CACHAR,ASSAM
46641,ICIC0000620,8,ICICI BANK LIMITED,KARIMGANJ  ASSAM,"ICICI BANK LTD., TARUNIMA BUILDING, OPP FIRE SERVICE STATION, MAIN ROAD, KARIMGANJ- 788710, ASSAM.",KARIMGANJ,KARIMGANJ,ASSAM
46642,ICIC0000621,8,ICICI BANK LIMITED,SIBSAGAR ASSAM,"ICICI BANK LTD., BARUAH BHAWAN, BABUPATTY ROAD, DOL CHARIALI, SIBSAGAR - 785 640, ASSAM.",SIBSAGAR,SIBSAGAR,ASSAM
46643,ICIC0000622,8,ICICI BANK LIMITED,ARRAH,"ICICI BANK LTD., APOORVA TOWER, OPP SADAR HOSPITAL, HOSPITAL ROAD. 802 301",ARRAH,BHOJPUR,BIHAR
46644,ICIC0000623,8,ICICI BANK LIMITED,DURG  CHATTISGARH,"ICICI BANK LTD, STATION ROAD, NEAR NIRANKARI FURNITURES, DURG - 491001",DURG,DURG,CHANDIGARH
46645,ICIC0000624,8,ICICI BANK LIMITED,RAJNANDGAON,"ICICI BANK LTD., G E ROAD, OPP SONI PETROL PUMP, RAIPUR NAKA, RAJNANDGAON. 491 441",RAJNANDGAON,RAJNANDGAON,CHANDIGARH
46646,ICIC0000625,8,ICICI BANK LIMITED,AHMEDABAD - NEW C.G. ROAD,"GROUND FLOOR, SHILP ANNEXE, NEW C G ROAD, CHANDKHEDA, AHMEDABAD382 424",AHMEDABAD,AHMADABAD,GUJARAT
46647,ICIC0000626,8,ICICI BANK LIMITED,HARYANA ┬û REWARI,"ICICI BANK LTD , S.C.O 114 & 115 , BRASS MARKET , REWARI 123401",REWARI,REWARI,HARYANA
46648,ICIC0000627,8,ICICI BANK LIMITED,GOHANA,"AMAR FINANCE COMPANY, WARD NO 7, TESHIL ROAD, GOHANA.131 301",GOHANA,SONIPAT,HARYANA
46649,ICIC0000628,8,ICICI BANK LIMITED,NAHAN,"ICICI BANK LTD., HOTEL CITY HEART, OPP. PLAY GROUND, NEAR DELHI GATE, NAHAN-173001, DIST. SIRMAUR",NAHAN,SIRMAUR,HIMACHAL PRADESH
46650,ICIC0000629,8,ICICI BANK LIMITED,DEOGARH  JHARKHAND,"ICICI BANK LTD., RAJ COMPLEX, OPPOSITE HOTEL YASHODA, TOWER CHOWK,DEOGARH- 814112, JHARKHAND",DEOGHAR,DEOGHAR,JHARKHAND
46651,ICIC0000630,8,ICICI BANK LIMITED,DUMKA  JHARKHAND,"ICICI BANK LTD., SUN PALACE, NEAR HOTEL SONA, CHUHA BAGAN, DUMKA - 814101, JHARKHAND",DUMKA,DUMKA,JHARKHAND
46652,ICIC0000631,8,ICICI BANK LIMITED,GIRIDIH,"ICICI BANK LTD., SHREE RAMESHWAR TOWER, NEAR TOWN THANA, MAIN ROAD, GIRIDIH. 815301",GIRIDIH,GIRIDIH,JHARKHAND
46653,ICIC0000632,8,ICICI BANK LIMITED,GODDA  JHARKHAND,"ICICI BANK LTD., NEAR TATA SHOWROOM, GODDA PIRPAINTY ROAD, NEAR SHANKAR TALKIES, GODDA - 814133, JHARKHAND.",GODDA,GODDA,JHARKHAND
46654,ICIC0000633,8,ICICI BANK LIMITED,GUMLA,ICICI BANK LTD- MALANI TOWER- JASHPUR RAOD- GUMLA. 835207,GUMLA,GUMLA,JHARKHAND
46655,ICIC0000634,8,ICICI BANK LIMITED,CHAIBASA  JHARKHAND,"ICICI BANK LTD., HOUSE OF MR. R P RUNGTA, AMLA TOLA, CHAIBASA - 833 201, DIST-WEST SINGHBHUM, JHARKHAND",CHAIBASA,PASCHIMI SINGHBHUM,JHARKHAND
46656,ICIC0000635,8,ICICI BANK LIMITED,OTTAPPALAM,SHERKO TOWERS OPP. NSS TRAINING COLLEGE T.B ROAD OTTAPPALAM PIN : 679 101,OTTAPALAM,PALAKKAD,KERALA
46657,ICIC0000636,8,ICICI BANK LIMITED,TURA,"ICICI BANK LTD., BELDARPARA, NEAR POLICE PARADE GROUND, TURA - 784 001, WEST GARO HILLS DISTRICT, MEGHALAYA.",TURA,WEST GARO HILLS,MEGHALAYA
46658,ICIC0000637,8,ICICI BANK LIMITED,BARGARH,"ICICI BANK LTD, NH-6, OPP. INDIAN OIL PETROL PUMP, BARGARH. 768028",BARGARH,BARGARH,ODISHA
46659,ICIC0000638,8,ICICI BANK LIMITED,PARLAKHEMUNDI  ORISSA,"ICICI BANK LTD., JAY MAA HALL, JOHNSON, PARLAKHEMUNDI - 761200, ORISSA",PARLAKHEMUNDI,GAJAPATI,ODISHA
46660,ICIC0000639,8,ICICI BANK LIMITED,KENDRAPARA,"ICICI BANK LTD., TINUMUHANI CHOWK, BHAMARTIAPATNA, KENDRAPARA -754211, ORISSA",KENDRAPARA,KENDRAPARA,ODISHA
46661,ICIC0000640,8,ICICI BANK LIMITED,BARBIL,"MAIN ROAD, NEAR KIRTI SAMRANI COMPLEX, BARBIL JODA HIGHWAY, BARBIL, KEONJHAR, ORISSA.758035",BARBIL,KEONJHAR,ODISHA
46662,ICIC0000641,8,ICICI BANK LIMITED,JEYPORE,"ICICI BANK LTD , MODERN AGENCY, JEYPORE , DIST-KORAPUT, ORISSA 764001",JEYPORE,KORAPUT,ODISHA
46663,ICIC0000642,8,ICICI BANK LIMITED,LUDHIANA - BRS NAGAR,"ICICI BANK LTD , G-462, BRS NAGAR, LUDHIANA, PUNJAB.141012",LUDHIANA,LUDHIANA,PUNJAB
46664,ICIC0000643,8,ICICI BANK LIMITED,BARAN,"ICICI RAJ BHAWAN,KOTA ROAD,BARAN, RAJASTHAN.325205",BARAN,BARAN,RAJASTHAN
46665,ICIC0000644,8,ICICI BANK LIMITED,BALOTRA,"ICICI BANK LTD.,NEAR MAHVEER COLONY, KHED ROAD BALOTRA BARMER DISTT. RAJASTHAN-344022.",BALOTRA,BARMER,RAJASTHAN
46666,ICIC0000645,8,ICICI BANK LIMITED,BHARATPUR,"ICICI BANK LTD , TM PALACE, BE NARAYAN GATE, CIRCULAR ROAD, BHARATPUR, RAJASTHAN.321001",BHARATPUR,BHARATPUR,RAJASTHAN
46668,ICIC0000646,8,ICICI BANK LIMITED,CHITTAURGARH,"ICICI BANK LTD., PLOT NO. 29,30, KIDWANI NAGAR, CHITTAURGARH -312001, RAJASTHAN",CHITTORGARH,CHITTAURGARH,RAJASTHAN
46669,ICIC0000647,8,ICICI BANK LIMITED,CHURU  RAJASTHAN,"ICICI BANK LTD., STATION ROAD, NEAR DHARAM STOOP. CHURU - 331001, RAJASTHAN",CHURU,CHURU,RAJASTHAN
46670,ICIC0000648,8,ICICI BANK LIMITED,BASSI,"KRISHAN KUNJ, SARAF COLONY, BASSI DISTRICT JAIPUR. 303 301",BASSI,JAIPUR,RAJASTHAN
46671,ICIC0000649,8,ICICI BANK LIMITED,JAIPUR - CHOMU,"ICICI BANK LTD., BALAJI EMPIRE, NATIONAL HIGHWAY NO. 8, SIKAR ROAD, CHOMU - 303702, DIST., JAIPUR, RAJASTHAN",CHOMU,JAIPUR,RAJASTHAN
46672,ICIC0000650,8,ICICI BANK LIMITED,JAIPUR (VIDYADHAR NAGAR),"SHIV SHAKTI, CENTER SPINE,VIDYADHAR NAGAR,JAIPUR, RAJASTHAN,JAIPUR ┬û 302020",JAIPUR,JAIPUR,RAJASTHAN
46673,ICIC0000651,8,ICICI BANK LIMITED,JAIPUR ┬û BANIPARK,"ICICI BANK LTD., E4 & E5, SUBHASH NAGAR, SHOPPING CENTER, JHOTWARA ROAD,OPP. KK TOWER, BANIPARK, JAIPUR.302 001",JAIPUR,JAIPUR,RAJASTHAN
46674,ICIC0000652,8,ICICI BANK LIMITED,KOTPUTLI,"ICICI BANK LTD., SHRI GANESH TRADERS, OPP. PARK, PANJABIO KI GALI, KOTPUTTALI -303108, RAJASTHAN",KOTPUTLI,JAIPUR,RAJASTHAN
46675,ICIC0000653,8,ICICI BANK LIMITED,JALORE,"ICICI BANK LTD., NISHA COMPLEX, GROUND FLOOR OPP. NEW BUS STAND, JALORE. 343 001",JALORE,JALOR,RAJASTHAN
46676,ICIC0000654,8,ICICI BANK LIMITED,PALI,"ICICI BANK LTD., 108,MAHAVEER MARG, SUMERPUR ROAD, PALI(RAJASTHAN). 306401",PALI,PALI,RAJASTHAN
46677,ICIC0000655,8,ICICI BANK LIMITED,RAJSAMAND,"ICICI BANK LTD , JAL CHAKI CHOURAHA ,KANKROLI, RAJSAMAND 313324",RAJSAMAND,RAJSAMAND,RAJASTHAN
46678,ICIC0000656,8,ICICI BANK LIMITED,SAWAI MADHOPUR,"PLOT NO.14, JAWAHAR NAGAR, SAWAI MADHOPUR - 322001,RAJASTHAN",SAWAI MADHOPUR,SAWAI MADHOPUR,RAJASTHAN
46679,ICIC0000657,8,ICICI BANK LIMITED,SIKAR,"ICICI BANK LTD., JOGANI PLAZA, KALYAN CIRCLE, SIKAR - 332 001, RAJASTHAN",SIKAR,SIKAR,RAJASTHAN
46680,ICIC0000658,8,ICICI BANK LIMITED,TONK,"ICICI BANK LTD , BAHADUR RESIDENCY COLONY, WARD NO 39, OPPOSITE NARAYAN TALKIES , TONK. 304001",TONK,TONK,RAJASTHAN
46681,ICIC0000659,8,ICICI BANK LIMITED,AVANASHI,"ICICI BANK LTD, FIRST FLOOR,326/A, SRI SAI BABA TOWERS, POST OFFICE STREET, MAINROAD, AVINASHI.641 654",AVANASHI,COIMBATORE,TAMIL NADU
46682,ICIC0000660,8,ICICI BANK LIMITED,ALLAHABAD - TAGORE TOWN,"ICICI BANK LTD , 19-A TAGORE TOWN,ALLAHABAD 211002",ALLAHABAD,ALLAHABAD,UTTAR PRADESH
46683,ICIC0000661,8,ICICI BANK LIMITED,BALLIA,"ICICI BANK LTD , PLOT NO 103,IN FRONT OF PETROL PUMP,NCC CHAURAHA HARPUR , KOTWALI,BALLIA. 277001",BALLIA,BALLIA,UTTAR PRADESH
46684,ICIC0000662,8,ICICI BANK LIMITED,BASTI,"ICICI BANK LTD., PLOT NO 144/2 AND 144/3, PIKAURA SHIV GULAM, MALVIYA ROAD, BASTI. 272 001",BASTI,AZAMGARH,UTTAR PRADESH
46685,ICIC0000663,8,ICICI BANK LIMITED,CHANDPUR,"ICICI BANK LTD , PLOT NO.843,RIZVI TRACTORS, AMBEDKAR CHOWK, CHANDPUR. 246725",CHANDPUR,BIJNOR,UTTAR PRADESH
46686,ICIC0000664,8,ICICI BANK LIMITED,DEORIA,"ICICI BANK LTD., PLOT NO 1652 CIVIL LINES ROAD, OPP HYDIL PETROL PUMP, DEORIA. 274 001",DEORIA,DEORIA,UTTAR PRADESH
46687,ICIC0000665,8,ICICI BANK LIMITED,HARDOI  UTTAR PRADESH,"ICICI BANK LTD., MAYANK MEMORIAL CENTER, DR. RAMDUTT CHOURAHA, WHITEGANJ, HARDOI, UP 241001",HARDOI,HARDOI,UTTAR PRADESH
